trip_id,category,number,station_name,arrival_dbdatetime,departure_dbdatetime,request_timestamp,station_uic
3657993984016871147,ICE,800,Uelzen,2508221616,2508221617,25082216,8000168
3657993984016871147,ICE,800,Lüneburg,2508221632,2508221636,25082216,8000238
3657993984016871147,ICE,800,Hamburg Hbf,2508221717,2508221725,25082217,8002549
3657993984016871147,ICE,800,Hamburg-Altona,2508221736,2508221736,25082217,8002553
3734400738937518806,IC,145,Hannover Hbf,2508221401,2508221404,25082214,8000152
3742440961287674842,ICE,542,Hannover Hbf,2508222028,2508222031,25082220,8000152
3900960317505975616,ICE,1079,Hamburg Dammtor,2508221406,2508221406,25082214,8002548
3900960317505975616,ICE,1079,Hamburg Hbf,2508221409,2508221412,25082214,8002549
3900960317505975616,ICE,1079,Hannover Hbf,2508221531,2508221533,25082215,8000152
3941958275395660636,ICE,631,Hannover Hbf,2508221614,2508221626,25082216,8000152
4166751851055811224,IC,2215,Hamburg Hbf,2508221645,2508221650,25082216,8002549
4184172692759307839,ICE,1091,Hannover Hbf,2508221544,2508221551,25082215,8000152
4213479397398061564,ICE,680,Hannover Hbf,2508221332,2508221336,25082213,8000152
4213479397398061564,ICE,680,Hamburg-Harburg,2508221441,2508221443,25082214,8000147
4213479397398061564,ICE,680,Hamburg Hbf,2508221455,2508221501,25082214,8002549
4213479397398061564,ICE,680,Hamburg Dammtor,2508221504,2508221506,25082215,8002548
4213479397398061564,ICE,680,Hamburg-Altona,2508221512,2508221512,25082215,8002553
4251988685605862791,ICE,844,Hannover Hbf,2508221928,2508221931,25082219,8000152
434699660439512752,ICE,633,Hannover Hbf,2508221814,2508221826,25082218,8000152
4447890004106418758,ICE,645,Hannover Hbf,2508222128,2508222131,25082221,8000152
4628797216718709444,ICE,706,Lüneburg,2508222034,2508222036,25082220,8000238
4628797216718709444,ICE,706,Hamburg Hbf,2508222109,2508222112,25082221,8002549
4628797216718709444,ICE,706,Hamburg-Altona,2508222123,2508222123,25082221,8002553
4804116960335233530,IC,2444,Hannover Hbf,2508221923,2508221940,25082219,8000152
4920857102638433713,FLX,1239,Hannover Hbf,2508221941,2508221944,25082219,8000152
4959401606751256562,ICE,1204,Hannover Hbf,2508222053,2508222058,25082220,8000152
4959401606751256562,ICE,1204,Celle,2508222117,2508222118,25082221,8000064
4959401606751256562,ICE,1204,Uelzen,2508222141,2508222143,25082221,8000168
4959401606751256562,ICE,1204,Lüneburg,2508222158,2508222200,25082221,8000238
4959522069667113716,ICE,558,Hannover Hbf,2508221437,2508221440,25082214,8000152
4966825592039783790,ICE,907,Hamburg-Altona,2508222121,2508222121,25082221,8002553
4966825592039783790,ICE,907,Hamburg Dammtor,2508222128,2508222129,25082221,8002548
4966825592039783790,ICE,907,Hamburg Hbf,2508222134,2508222137,25082221,8002549
4966825592039783790,ICE,907,Hamburg-Harburg,2508222151,2508222153,25082221,8000147
5181720942697741094,ICE,775,Hamburg Dammtor,2508221916,2508221916,25082219,8002548
5181720942697741094,ICE,775,Hamburg Hbf,2508221920,2508221924,25082219,8002549
5181720942697741094,ICE,775,Hannover Hbf,2508222038,2508222041,25082220,8000152
5254069718021379768,IC,149,Hannover Hbf,2508221801,2508221804,25082218,8000152
5295243416856313869,ICE,613,Hamburg Dammtor,2508221337,2508221338,25082213,8002548
5295243416856313869,ICE,613,Hamburg Hbf,2508221342,2508221346,25082213,8002549
5295243416856313869,ICE,613,Hamburg-Harburg,2508221355,2508221357,25082213,8000147
5345924912571245273,ICE,1507,Hamburg-Altona,2508222035,2508222035,25082220,8002553
5345924912571245273,ICE,1507,Hamburg Hbf,2508222046,2508222049,25082220,8002549
5345924912571245273,ICE,1507,Lüneburg,2508222114,2508222116,25082221,8000238
5351133746540780755,ICE,79,Hamburg Dammtor,2508221416,2508221416,25082214,8002548
5351133746540780755,ICE,79,Hamburg Hbf,2508221420,2508221424,25082214,8002549
5351133746540780755,ICE,79,Hannover Hbf,2508221538,2508221541,25082215,8000152
5413975876871307459,ICE,1544,Hannover Hbf,2508221652,2508221656,25082216,8000152
5446419279451908244,ICE,887,Hamburg Dammtor,2508221954,2508221954,25082219,8002548
5446419279451908244,ICE,887,Hamburg Hbf,2508221957,2508222001,25082219,8002549
5446419279451908244,ICE,887,Lüneburg,2508222026,2508222028,25082220,8000238
5446419279451908244,ICE,887,Uelzen,2508222042,2508222044,25082220,8000168
5446419279451908244,ICE,887,Hannover Hbf,2508222123,2508222126,25082221,8000152
5489382238418385337,IC,60471,Hamburg-Altona,2508221752,2508221752,25082217,8002553
5489382238418385337,IC,60471,Hamburg Dammtor,2508221759,2508221801,25082217,8002548
5489382238418385337,IC,60471,Hamburg Hbf,2508221805,2508221808,25082218,8002549
5489382238418385337,IC,60471,Hamburg-Harburg,2508221820,2508221822,25082218,8000147
5489382238418385337,IC,60471,Hannover Hbf,2508222027,2508222036,25082220,8000152
5587922004740547299,IC,2437,Hannover Hbf,2508222113,2508222136,25082221,8000152
5612003499232383454,ICE,1094,Hannover Hbf,2508221912,2508221915,25082219,8000152
5612003499232383454,ICE,1094,Hamburg Hbf,2508222030,2508222033,25082220,8002549
5612003499232383454,ICE,1094,Hamburg Dammtor,2508222036,2508222038,25082220,8002548
5735453695384784814,ICE,1053,Hannover Hbf,2508221901,2508221904,25082219,8000152
5781797999410176100,ICE,1020,Hamburg-Harburg,2508221537,2508221539,25082215,8000147
5781797999410176100,ICE,1020,Hamburg Hbf,2508221551,2508221554,25082215,8002549
5781797999410176100,ICE,1020,Hamburg-Altona,2508221606,2508221606,25082216,8002553
5868363889496507967,ICE,848,Hannover Hbf,2508221528,2508221531,25082215,8000152
5943675838823476295,ICE,1705,Hamburg-Altona,2508221538,2508221538,25082215,8002553
5943675838823476295,ICE,1705,Hamburg Hbf,2508221549,2508221552,25082215,8002549
5943675838823476295,ICE,1705,Uelzen,2508221629,2508221631,25082216,8000168
5950655788274726626,ICE,1607,Hamburg-Altona,2508221735,2508221735,25082217,8002553
5950655788274726626,ICE,1607,Hamburg Hbf,2508221745,2508221748,25082217,8002549
5950655788274726626,ICE,1607,Uelzen,2508221831,2508221833,25082218,8000168
5955681027302233449,ICE,205,Hamburg-Harburg,2508221656,2508221656,25082216,8000147
6177311893013369423,IC,142,Hannover Hbf,2508221553,2508221556,25082215,8000152
6194893901306646476,ICE,617,Hamburg-Altona,2508221729,2508221729,25082217,8002553
6194893901306646476,ICE,617,Hamburg Dammtor,2508221737,2508221738,25082217,8002548
6194893901306646476,ICE,617,Hamburg Hbf,2508221743,2508221746,25082217,8002549
6194893901306646476,ICE,617,Hamburg-Harburg,2508221755,2508221757,25082217,8000147
6209522400545496804,ICE,757,Hannover Hbf,2508221301,2508221304,25082213,8000152
6244417542479075021,IC,140,Hannover Hbf,2508221753,2508221756,25082217,8000152
6301364418532471013,IC,2047,Hannover Hbf,2508221620,2508221636,25082216,8000152
6365289854589139755,IC,2310,Hamburg Dammtor,2508221305,2508221306,25082213,8002548
6378881227509878523,ICE,943,Hannover Hbf,2508221828,2508221831,25082218,8000152
6533716776927649369,ICE,582,Hannover Hbf,2508222132,2508222136,25082221,8000152
6694115126725105036,ICE,536,Hannover Hbf,2508221732,2508221745,25082217,8000152
6722706556573355864,ICE,802,Lüneburg,2508221429,2508221431,25082214,8000238
6722706556573355864,ICE,802,Hamburg Hbf,2508221506,2508221511,25082215,8002549
6722706556573355864,ICE,802,Hamburg-Altona,2508221521,2508221521,25082215,8002553
67517114520381301,ICE,614,Hamburg-Harburg,2508221401,2508221403,25082214,8000147
67517114520381301,ICE,614,Hamburg Hbf,2508221414,2508221417,25082214,8002549
67517114520381301,ICE,614,Hamburg Dammtor,2508221420,2508221421,25082214,8002548
67517114520381301,ICE,614,Hamburg-Altona,2508221430,2508221430,25082214,8002553
6810614476303646777,ICE,207,Hamburg-Altona,2508221829,2508221829,25082218,8002553
6810614476303646777,ICE,207,Hamburg Dammtor,2508221837,2508221838,25082218,8002548
6810614476303646777,ICE,207,Hamburg Hbf,2508221842,2508221846,25082218,8002549
6810614476303646777,ICE,207,Hamburg-Harburg,2508221855,2508221857,25082218,8000147
6823598612451527303,ICE,1605,Hamburg-Altona,2508221538,2508221538,25082215,8002553
6823598612451527303,ICE,1605,Hamburg Hbf,2508221549,2508221552,25082215,8002549
6823598612451527303,ICE,1605,Uelzen,2508221629,2508221631,25082216,8000168
6980398750542004684,IC,2394,Hannover Hbf,2508221356,2508221359,25082213,8000152
6980398750542004684,IC,2394,Celle,2508221417,2508221418,25082214,8000064
6980398750542004684,IC,2394,Uelzen,2508221440,2508221442,25082214,8000168
6980398750542004684,IC,2394,Lüneburg,2508221457,2508221459,25082214,8000238
6980398750542004684,IC,2394,Hamburg-Harburg,2508221517,2508221518,25082215,8000147
6980398750542004684,IC,2394,Hamburg Hbf,2508221530,2508221533,25082215,8002549
6980398750542004684,IC,2394,Hamburg Dammtor,2508221536,2508221537,25082215,8002548
6990811462431175946,ICE,984,Hannover Hbf,2508221932,2508221936,25082219,8000152
6990811462431175946,ICE,984,Lüneburg,2508222026,2508222028,25082220,8000238
6990811462431175946,ICE,984,Hamburg-Harburg,2508222044,2508222046,25082220,8000147
6990811462431175946,ICE,984,Hamburg Hbf,2508222058,2508222103,25082220,8002549
6990811462431175946,ICE,984,Hamburg Dammtor,2508222106,2508222107,25082221,8002548
6990811462431175946,ICE,984,Hamburg-Altona,2508222116,2508222116,25082221,8002553
6992012378128167215,NJ,40491,Hamburg-Altona,2508221956,2508221956,25082219,8002553
6992012378128167215,NJ,40491,Hamburg Hbf,2508222007,2508222010,25082220,8002549
6992012378128167215,NJ,40491,Hamburg-Harburg,2508222021,2508222023,25082220,8000147
6992012378128167215,NJ,40491,Hannover Hbf,2508222150,2508222153,25082221,8000152
7023254163056944251,ICE,584,Hannover Hbf,2508221932,2508221936,25082219,8000152
7023254163056944251,ICE,584,Lüneburg,2508222026,2508222028,25082220,8000238
7023254163056944251,ICE,584,Hamburg-Harburg,2508222044,2508222046,25082220,8000147
7023254163056944251,ICE,584,Hamburg Hbf,2508222058,2508222104,25082220,8002549
7188954872564278301,ICE,641,Hannover Hbf,2508221728,2508221731,25082217,8000152
7335766402332210234,IC,2263,Hamburg Hbf,2508221532,2508221532,25082215,8002549
7474414276230536927,ICE,619,Hamburg Dammtor,2508221937,2508221938,25082219,8002548
7474414276230536927,ICE,619,Hamburg Hbf,2508221942,2508221946,25082219,8002549
7474414276230536927,ICE,619,Hamburg-Harburg,2508221955,2508221957,25082219,8000147
7597089806492032299,ICE,1081,Hamburg Dammtor,2508222036,2508222036,25082220,8002548
7597089806492032299,ICE,1081,Hamburg Hbf,2508222039,2508222042,25082220,8002549
7597089806492032299,ICE,1081,Hamburg-Harburg,2508222053,2508222055,25082220,8000147
7597089806492032299,ICE,1081,Lüneburg,2508222111,2508222113,25082221,8000238
7597089806492032299,ICE,1081,Uelzen,2508222127,2508222129,25082221,8000168
7597089806492032299,ICE,1081,Celle,2508222153,2508222154,25082221,8000064
7707971615618156348,IC,2039,Hannover Hbf,2508221313,2508221336,25082213,8000152
776874307993202871,ICE,72,Hannover Hbf,2508221817,2508221820,25082218,8000152
776874307993202871,ICE,72,Hamburg Hbf,2508221936,2508221936,25082219,8002549
7926554460692943322,FLX,1232,Hannover Hbf,2508221420,2508221423,25082214,8000152
8088489625262557114,IC,2435,Hannover Hbf,2508221913,2508221936,25082219,8000152
8187349158793624860,ICE,1687,Hamburg-Altona,2508221711,2508221711,25082217,8002553
8187349158793624860,ICE,1687,Hamburg Dammtor,2508221719,2508221720,25082217,8002548
8187349158793624860,ICE,1687,Hamburg Hbf,2508221724,2508221728,25082217,8002549
8187349158793624860,ICE,1687,Hamburg-Harburg,2508221737,2508221738,25082217,8000147
8187349158793624860,ICE,1687,Lüneburg,2508221756,2508221758,25082217,8000238
8187349158793624860,ICE,1687,Uelzen,2508221817,2508221818,25082218,8000168
8187349158793624860,ICE,1687,Celle,2508221839,2508221840,25082218,8000064
8187349158793624860,ICE,1687,Hannover Hbf,2508221905,2508221909,25082219,8000152
8200554228367508404,ICE,951,Hannover Hbf,2508221628,2508221631,25082216,8000152
8210477890964980741,ICE,544,Hannover Hbf,2508221828,2508221831,25082218,8000152
8288433448090586153,ICE,1574,Hannover Hbf,2508221956,2508221959,25082219,8000152
8288433448090586153,ICE,1574,Celle,2508222017,2508222018,25082220,8000064
8288433448090586153,ICE,1574,Uelzen,2508222040,2508222042,25082220,8000168
8288433448090586153,ICE,1574,Lüneburg,2508222056,2508222058,25082220,8000238
8288433448090586153,ICE,1574,Hamburg-Harburg,2508222116,2508222118,25082221,8000147
8288433448090586153,ICE,1574,Hamburg Hbf,2508222129,2508222132,25082221,8002549
8288433448090586153,ICE,1574,Hamburg Dammtor,2508222136,2508222137,25082221,8002548
8288433448090586153,ICE,1574,Hamburg-Altona,2508222150,2508222150,25082221,8002553
8290912034684684315,ICE,803,Hamburg-Altona,2508221616,2508221616,25082216,8002553
8290912034684684315,ICE,803,Hamburg Dammtor,2508221627,2508221628,25082216,8002548
8290912034684684315,ICE,803,Hamburg Hbf,2508221632,2508221638,25082216,8002549
8290912034684684315,ICE,803,Hamburg-Harburg,2508221652,2508221654,25082216,8000147
8290912034684684315,ICE,803,Lüneburg,2508221712,2508221714,25082217,8000238
8290912034684684315,ICE,803,Uelzen,2508221735,2508221736,25082217,8000168
8338600377560158721,FLX,1348,Hamburg-Harburg,2508221854,2508221856,25082218,8000147
8338600377560158721,FLX,1348,Hamburg Hbf,2508221907,2508221907,25082219,8002549
8449059739450198843,ICE,1284,Hannover Hbf,2508221858,2508221901,25082218,8000152
8449059739450198843,ICE,1284,Celle,2508221919,2508221921,25082219,8000064
8449059739450198843,ICE,1284,Uelzen,2508221941,2508221943,25082219,8000168
8449059739450198843,ICE,1284,Lüneburg,2508221958,2508222008,25082219,8000238
8449059739450198843,ICE,1284,Hamburg-Harburg,2508222025,2508222027,25082220,8000147
8449059739450198843,ICE,1284,Hamburg Hbf,2508222038,2508222041,25082220,8002549
8449059739450198843,ICE,1284,Hamburg-Altona,2508222053,2508222053,25082220,8002553
8662112358746712167,ICE,2972,Hannover Hbf,2508222156,2508222159,25082221,8000152
8797698035871488343,ICE,2973,Hamburg-Altona,2508221813,2508221813,25082218,8002553
8797698035871488343,ICE,2973,Hamburg Dammtor,2508221820,2508221821,25082218,8002548
8797698035871488343,ICE,2973,Hamburg Hbf,2508221825,2508221828,25082218,8002549
8797698035871488343,ICE,2973,Hamburg-Harburg,2508221838,2508221840,25082218,8000147
8797698035871488343,ICE,2973,Lüneburg,2508221857,2508221859,25082218,8000238
8797698035871488343,ICE,2973,Uelzen,2508221913,2508221915,25082219,8000168
8797698035871488343,ICE,2973,Celle,2508221937,2508221938,25082219,8000064
8797698035871488343,ICE,2973,Hannover Hbf,2508221958,2508222001,25082219,8000152
8855692517420642780,ICE,554,Hannover Hbf,2508221837,2508221840,25082218,8000152
8882233225615859060,EC,8,Hamburg-Harburg,2508222100,2508222102,25082221,8000147
8882233225615859060,EC,8,Hamburg Hbf,2508222114,2508222117,25082221,8002549
8882233225615859060,EC,8,Hamburg Dammtor,2508222120,2508222121,25082221,8002548
8882233225615859060,EC,8,Hamburg-Altona,2508222130,2508222130,25082221,8002553
8900832569111771375,ICE,77,Hannover Hbf,2508221338,2508221341,25082213,8000152
896115091109657400,IC,2264,Hamburg Hbf,2508221633,2508221633,25082216,8002549
9011011619156863439,ICE,610,Hamburg-Harburg,2508221801,2508221803,25082218,8000147
9011011619156863439,ICE,610,Hamburg Hbf,2508221814,2508221814,25082218,8002549
919585816458009806,FLX,1367,Hamburg Hbf,2508221712,2508221712,25082217,8002549
919585816458009806,FLX,1367,Hamburg-Harburg,2508221722,2508221725,25082217,8000147
